State,County,Urban_Percentage,Total_Population,Housing_Units,Median_Family_Income,Population_Half_Percent,Low_Income_Half_Percent,Vehicle_Half_Percent,Population_1_Percent,Low_Income_1_Percent,Vehicle_1_Percent
Alabama,Clarke County,22.22222222222222,25833,10337,49746.555555555555,92.90829559091085,42.30248132233964,3.9561800797429645,79.16618278945535,36.4146634150118,3.452947779971354
Alabama,Clay County,0.0,13932,5670,48673.0,88.80275624461672,38.78122308354867,1.3422337065747918,75.91874820556991,32.03416594889463,0.9618145277060005
Alabama,Cleburne County,0.0,14972,5891,52674.0,91.1301095378039,37.3764360138926,1.4360138925995192,83.21533529254609,33.09511087363078,1.3024312049158429
Alabama,Coffee County,35.714285714285715,49948,19849,60938.71428571428,87.25474493473212,28.127252342436133,1.9199967966685352,67.21590454072235,20.164971570433252,1.0130535757187475
Alabama,Colbert County,64.28571428571429,54428,22773,55345.71428571428,87.87756301903433,31.434188285441316,2.2874255897699713,66.60174909972808,22.03828911589623,1.4698317042698612
Alabama,Conecuh County,0.0,13228,5625,41969.6,92.80314484426974,53.4699123072271,2.5854248563652855,76.64801935288781,42.493196250377984,1.9352887813728454
Alabama,Coosa County,0.0,11539,4794,46510.666666666664,95.11222809602219,38.64286333304446,1.7245861859779876,89.70448045757865,35.687667908830925,1.45593205650403
Alabama,Covington County,28.57142857142857,37765,15531,54289.92857142857,89.10366741692043,35.874486958824306,1.7847213027935918,70.36409373758772,26.344498874619354,1.1968754137428836
Alabama,Crenshaw County,0.0,13906,5652,54212.166666666664,89.17733352509708,39.30677405436502,2.3874586509420395,77.77218466848842,34.9561340428592,2.0422839062275275
Alabama,Cullman County,16.666666666666664,80406,31864,53786.27777777778,94.16710195756536,38.16506230878293,1.4862074969529637,80.42310275352585,32.01502375444619,1.1031515061065094
Alabama,Dale County,35.714285714285715,50251,20065,56551.71428571428,93.59415733020239,38.37535571431414,1.982050108455553,80.72078167598656,31.543650872619448,1.2497263736045054
Alabama,Dallas County,46.666666666666664,43820,17064,42692.8,82.83432222729348,46.499315381104516,4.210406207211319,54.591510725696025,27.104062072113187,1.9078046554084893
Alabama,DeKalb County,0.0,71109,26842,48581.28571428572,93.53668312028013,45.293844661013374,1.8169289400779085,81.13318989157492,37.882687142274534,1.4920755459927717
Alabama,Elmore County,26.666666666666668,79303,28301,71181.26666666666,93.94474357842705,26.343265702432443,1.5295764346872123,82.53155618324654,22.36359280228995,1.3240356606937946
Alabama,Escambia County,22.22222222222222,38319,14157,44413.88888888889,90.2241707768992,45.63532451264386,1.367467835799473,69.05190636498865,34.601633654322924,0.9238236905973538
Alabama,Etowah County,70.0,104430,42036,51122.433333333334,87.91630757445179,32.87465287752562,1.785885282007086,71.10791918031218,24.914296658048453,1.1500526668581825
Alabama,Fayette County,0.0,17241,7100,48849.0,87.59352705759527,38.91885621483673,2.169247723449916,71.83458036076794,32.53291572414593,1.6936372600197207
Alabama,Franklin County,22.22222222222222,31704,12286,49578.77777777778,83.28602069139541,38.10560181680545,1.4446126671713349,66.84014635377238,29.885818824123138,1.0061821852132222
Alabama,Geneva County,16.666666666666664,26790,10920,51000.666666666664,83.74393430384471,36.67039940276223,1.6312056737588652,73.39305711086226,31.750653228816724,1.351250466592012
Alabama,Greene County,0.0,9045,3764,30045.333333333332,88.89994472084024,57.65616362631288,4.853510226644555,79.53565505804312,52.64787175234936,4.223327805417357
Alabama,Hale County,0.0,15760,6273,47044.0,88.4517766497462,44.2258883248731,3.5723350253807107,82.51269035532995,40.253807106598984,3.026649746192893
Alabama,Henry County,16.666666666666664,17302,6994,53892.333333333336,92.42862096867415,37.93203097907757,1.9766500982545372,77.47659230146805,32.05987747081262,1.6876661657611838
Alabama,Houston County,63.63636363636363,101547,40969,53357.40909090909,79.92161265226939,30.92164219523964,1.7400809477384858,51.83904989807675,18.90060760042148,0.8597004342816628
Alabama,Jackson County,18.181818181818183,53227,21513,48657.36363636364,94.73575441035564,43.295695793488264,1.6965074116519812,81.12612020215305,36.99250380446014,1.3808781257632403
Alabama,Jefferson County,87.73006134969326,658466,263568,66529.51234567902,80.78442926438115,28.741651049560645,2.431408759146258,46.60696224254555,15.996270118730504,1.2762997633894537
Alabama,Lamar County,0.0,14564,6103,49775.666666666664,87.53089810491623,39.46031310079648,2.622905795111233,76.40071408953584,34.57154627849492,2.0324086789343587
Alabama,Lauderdale County,54.54545454545454,92709,38680,58883.333333333336,87.02930675554693,32.03788197478131,2.300747500242695,61.53124292139922,20.12210249274612,0.9071395441650757
Alabama,Lawrence County,11.11111111111111,34339,13654,55221.88888888889,96.59861964530127,35.38250968286788,2.064707766679286,89.35321354727861,32.08596639389615,1.7065144587786483
Alabama,Lee County,81.48148148148148,140247,55682,64522.88,84.88737727010204,32.91478605602972,1.4531505130234514,55.159825165600694,18.078105057505685,0.6795154263549309
Alabama,Limestone County,31.25,82782,31446,66622.625,94.26807760141094,30.395496605542267,1.3457031721871904,82.04319779662245,26.429658621439444,1.0884008600903576
Alabama,Lowndes County,0.0,11299,4352,40745.75,97.51305425258873,52.898486591733786,4.9827418355606685,94.30923090538987,50.880608903442784,4.717231613417116
Alabama,Macon County,50.0,21452,8499,49266.72727272727,95.22655230281559,47.97687861271676,4.633600596680962,82.56106656721984,40.84001491702406,3.7525638635092298
Alabama,Madison County,83.56164383561644,334811,134700,76157.02739726027,82.76460450821507,23.62616520962573,1.5492322534205865,49.50016576516303,13.243889836355436,0.7831283918389779
Alabama,Marengo County,16.666666666666664,21027,8535,50807.833333333336,82.23236790792791,39.36843106482142,2.839206734198887,61.05959005088696,29.733200171208445,1.7976886859751746
Alabama,Marion County,0.0,30776,12651,47207.625,89.75175461398493,41.67858071224331,1.6376397192617624,75.3379256563556,35.15076683129711,1.1534962308292176
Alabama,Marshall County,44.44444444444444,93019,35810,54459.22222222222,86.02221051613111,36.79140820692547,1.443791053440695,65.49629645556284,27.299798965802687,0.8879906255711199
Alabama,Mobile County,80.7017543859649,412992,158435,54888.705357142855,77.53370525337053,30.65434681543468,1.8087517433751743,46.836984735781805,17.765477297381064,0.821565550906555
Alabama,Monroe County,0.0,23068,9214,42242.71428571428,92.03658748049246,48.62580197676435,4.014218831281429,79.18328420322524,42.18397780475117,3.420322524709554
Alabama,Montgomery County,81.53846153846153,229363,89981,60741.96923076923,78.2288337700501,32.26283227896391,2.683519137785955,36.36462725025397,13.25671533769614,1.14578201366393
Alabama,Morgan County,62.96296296296296,119490,47030,61559.148148148146,86.83488158004855,31.78843417859235,1.7122771780065278,60.161519792451244,20.20252740815131,0.9515440622646247
Alabama,Perry County,0.0,10591,3947,29469.0,98.6970068926447,67.3307525257294,5.4480219053913705,83.23104522707959,56.78406193938249,4.7681994145973
Alabama,Pickens County,0.0,19746,8012,52387.4,90.00810290691786,41.43117593436646,3.4589283905601134,73.1996353691887,33.45487693710118,2.684087916540059
Alabama,Pike County,25.0,32899,13210,51037.5,86.33393112252652,43.97702057813307,2.440803671844129,58.92276360983617,26.46585002583665,1.31918903310131
Alabama,Randolph County,16.666666666666664,22913,9164,50879.833333333336,91.0749356260638,37.223410291101125,2.1079736394186708,81.97529786584036,33.491904159210925,1.84611355998778
Alabama,Russell County,61.53846153846154,52947,21229,48701.230769230766,74.45181030086691,31.777060078946874,2.683815891363061,45.38878501142652,17.424972141953273,1.3258541560428354
Alabama,Shelby County,60.416666666666664,195085,74072,90509.0425531915,88.31022374862239,18.838967629494835,0.9836737832226978,64.62465079324396,13.62175461978112,0.7268626496142707
Alabama,St. Clair County,15.384615384615385,83593,31624,63409.53846153846,94.40503391432297,30.366178986278758,1.1089445288481092,82.39565513858817,26.075149833119998,0.9354850286507242
Alabama,Sumter County,0.0,13763,5629,45447.25,85.30843566082976,52.6774685751653,4.127007193199157,65.03669258155925,40.36183971517838,3.226040834120468
Alabama,Talladega County,40.909090909090914,82291,31890,50235.59090909091,91.16671324932253,40.481948208188015,2.7111105710223473,72.17192645611307,30.539184114909286,1.779052387259846
Alabama,Tallapoosa County,10.0,41616,16985,52961.9,93.22616301422529,39.15561322568243,3.2535563244905807,79.78181468665898,31.43502499038831,2.6071703191080355
Alabama,Tuscaloosa County,70.2127659574468,194656,76141,65771.06521739131,78.38340457011344,27.58044961367746,1.4826154857800427,46.43216751602828,13.802811112937697,0.5712641788591156
Alabama,Walker County,11.11111111111111,67023,26571,54000.61111111111,91.35371439655043,39.16118347432971,2.1261358041269416,79.38170478790863,34.16588335347567,1.7531295227011623
Alabama,Washington County,0.0,17581,6758,52194.6,96.95125419486946,43.2341732552187,1.3423582276321029,91.650076787441,40.9476139013708,1.2968545588988112
Alabama,Wilcox County,0.0,11670,4484,36813.0,99.32305055698372,53.64181662382177,5.8526135389888605,96.86375321336762,52.71636675235647,5.70694087403599
Alabama,Winston County,0.0,24484,10163,49222.57142857143,90.15275281816697,41.49240320209116,2.507760169906878,79.86440124162718,36.47279856232642,1.9359581767685021
Alaska,Aleutians East Borough,0.0,3141,553,77941.0,96.81630054122891,34.4157911493155,4.17064629099013,93.91913403374721,33.33333333333333,4.011461318051576
Alaska,Aleutians West Census Area,0.0,5561,1212,79297.0,82.17946412515734,23.682790864952345,2.8591979859737457,61.30192411436792,17.964394893004858,2.3916561769465923
Alaska,Anchorage Municipality,94.54545454545455,291826,107332,99590.41818181818,72.84991741654274,14.08442016818241,1.2260730709395324,30.75085838821764,4.836443634220392,0.3382152378472103
Alaska,Bethel Census Area,33.33333333333333,17013,4651,58649.0,86.5926056544995,48.75683301005114,14.124493034738142,77.94039851877976,46.35866690178099,13.513195791453594
Alaska,Bristol Bay Borough,0.0,997,423,98472.0,100.0,20.36108324974925,4.212637913741224,99.89969909729187,20.36108324974925,4.212637913741224
Alaska,Denali Borough,0.0,1826,806,102500.0,100.0,33.07776560788609,1.3691128148959473,100.0,33.07776560788609,1.3691128148959473
Alaska,Dillingham Census Area,0.0,4847,1563,61640.0,93.10913967402516,42.56240973798226,11.84237672787291,84.05199092221993,40.04538890035073,11.30596245100062
Alaska,Fairbanks North Star Borough,68.42105263157895,97581,36441,86370.36842105263,90.13947387298758,20.513214662690483,1.0504094034699378,71.0824853198881,15.06338324058987,0.6220473247865875
Alaska,Haines Borough,0.0,2508,1149,76719.0,76.55502392344498,24.242424242424242,1.9138755980861244,58.97129186602871,20.215311004784688,1.2759170653907497
Alaska,Hoonah-Angoon Census Area,0.0,2150,913,63672.0,100.0,31.348837209302328,13.069767441860467,100.0,31.348837209302328,13.069767441860467
Alaska,Juneau City and Borough,33.33333333333333,31275,12187,111953.5,81.35891286970424,12.585131894484414,2.1135091926458833,64.13429256594723,10.442845723421263,1.6818545163868905
Alaska,Kenai Peninsula Borough,7.6923076923076925,55400,22161,81176.38461538461,94.12815884476534,27.386281588447652,2.2635379061371843,82.64259927797833,23.86642599277978,1.7581227436823104
Alaska,Ketchikan Gateway Borough,50.0,13477,5305,85370.5,59.182310603249974,13.645470060102397,2.322475328337167,35.11167173703346,6.2551012836684725,0.5194034280626253
Alaska,Kodiak Island Borough,60.0,13592,4630,87142.2,80.50323719835197,20.968216597998822,2.972336668628605,53.71542083578576,13.662448499117128,2.486756915832843
Alaska,Kusilvak Census Area,0.0,7459,1745,35354.0,78.49577691379541,57.541225365330476,16.034320954551546,62.89046789113822,46.54779461053761,12.763104973857086
Alaska,Lake and Peninsula Borough,0.0,1631,553,48984.0,100.0,41.63090128755365,15.879828326180256,100.0,41.63090128755365,15.879828326180256
Alaska,Matanuska-Susitna Borough,29.166666666666668,88995,31824,85539.25,93.02320355076128,23.205798078543737,1.0539917972919828,79.7898758357211,19.78425754255857,0.7899320186527333
Alaska,Nome Census Area,0.0,9492,2815,61836.0,65.9502739148757,35.97766540244417,12.484197218710493,50.76906868942267,31.436999578592502,10.872313527180784
Alaska,North Slope Borough,0.0,9430,2029,78490.5,72.69353128313892,18.992576882290564,6.511134676564156,50.4559915164369,11.378579003181336,4.019088016967126
Alaska,Northwest Arctic Borough,50.0,7523,1919,64073.0,64.5620098365014,38.58832912401967,11.40502459125349,52.784793300545,32.91240196730028,10.1023527847933
Alaska,Petersburg Borough,0.0,3815,1599,78482.0,62.516382699868934,10.956749672346003,4.718217562254259,36.74967234600262,5.6356487549148095,3.486238532110092
Alaska,Prince of Wales-Hyder Census Area,0.0,5559,2194,66268.33333333333,71.2358337830545,24.608742579600648,3.130059363194819,41.48228098578881,15.272531030760927,1.9607843137254901
Alaska,Sitka City and Borough,100.0,8881,3545,89518.5,51.13162932102241,10.595653642607815,2.128138723116766,34.523139286116425,6.249296250422249,1.3061592163044702
Alaska,Skagway Municipality,0.0,968,436,84688.0,16.32231404958678,2.8925619834710745,0.6198347107438017,8.47107438016529,1.4462809917355373,0.30991735537190085
Alaska,Southeast Fairbanks Census Area,0.0,7029,2567,74283.0,94.86413430075402,27.045098876084793,1.821027173139849,88.83198178972826,25.26675202731541,1.6929862000284537
Alaska,Valdez-Cordova Census Area,0.0,9636,3966,95361.66666666667,74.86508924865089,21.118721461187214,2.895392278953923,62.53632212536322,19.748858447488583,2.6878372768783727
Alaska,Wrangell City and Borough,0.0,2369,1053,71923.0,53.60911777121148,13.929928239763614,1.9839594765723934,36.97762769100886,8.737864077669903,0.7176023638666104
Alaska,Yakutat City and Borough,0.0,662,270,75833.0,81.72205438066466,30.362537764350456,3.0211480362537766,42.296072507552864,15.709969788519636,1.6616314199395772
Alaska,Yukon-Koyukuk Census Area,0.0,5588,2217,49449.75,93.45025053686471,45.23979957050823,18.772369362920543,90.33643521832498,43.66499642090193,18.235504652827487
Arizona,Apache County,6.25,71518,22771,40798.75,95.19002209234039,58.478984311641824,3.7431136217455743,87.67582986101401,55.109203277496576,3.57252719595067
Arizona,Cochise County,56.25,131346,50865,54899.625,87.31594414751876,33.51453413122592,1.6894309685867859,68.75504392977328,23.822575487643324,1.148873966470239
Arizona,Coconino County,60.71428571428571,134421,46711,69438.0,74.4958005073612,27.340966069289767,1.176155511415627,51.77390437506044,18.36840969788947,0.8570089494944986
Arizona,Gila County,37.5,53597,22000,48177.1875,85.08871765210739,37.23156146799261,2.0150381551206227,63.343097561430675,28.324346511931637,1.6418829412093958
Arizona,Graham County,44.44444444444444,37220,11120,60359.11111111111,94.76088124664159,39.288017195056426,1.738312735088662,81.31112305212251,33.594841483073616,1.4239656098871574
Arizona,Greenlee County,33.33333333333333,8437,3188,63641.0,77.69349294773023,31.38556358895342,1.0667298802892022,64.77420884200545,28.35130970724191,1.0430247718383312
Arizona,La Paz County,12.5,20489,9198,47722.28571428572,92.77173117282445,47.50353848406462,2.947923275904144,78.97408365464396,40.86094977792962,2.781980574942652
Arizona,Maricopa County,95.72836801752464,3817117,1411583,76951.67663344408,65.43241928397794,19.831983143298988,1.2405435830235227,23.664430511299496,6.204158793141525,0.35982653924414687
Arizona,Mohave County,67.44186046511628,200186,82539,51915.04651162791,87.37074520695754,36.67239467295415,1.8642662324038644,64.86167863886585,26.466386260777476,1.3537410208506089
Arizona,Navajo County,25.806451612903224,107449,35658,46365.354838709674,89.193012498953,46.9822892721198,2.8171504620796846,74.45671900157284,40.22652607283456,2.354605440720714
Arizona,Pima County,87.96680497925311,980263,388660,66231.66666666667,70.67460467241955,24.983397312761983,1.8628674141531405,36.440832715301916,10.601338620349846,0.5294497497100268
Arizona,Pinal County,66.66666666666666,375770,125590,60553.78666666667,88.33142613832929,30.05828033105357,1.2393219256460069,66.01591398994066,21.495861830374963,0.7967639779652447
Arizona,Santa Cruz County,70.0,47420,15437,41557.8,84.7089835512442,44.52551665963728,1.229439055250949,60.28469000421764,28.975115984816536,0.5461830451286377
Arizona,Yavapai County,52.38095238095239,211033,90903,61611.52380952381,87.92558509806523,30.078708069354082,1.301692152412182,67.51645477247634,22.913951846393694,0.844417697706046
Arizona,Yuma County,79.24528301886792,195751,64767,50844.980769230766,69.34677217485479,30.84888455231391,1.1647450076883388,36.6424692594163,15.638234287436589,0.5798182384764319
Arkansas,Arkansas County,50.0,19019,8005,54667.0,89.2475945107524,38.961038961038966,3.7593984962406015,64.72474893527526,28.802776171197227,2.9128765970871235
Arkansas,Ashley County,28.57142857142857,21853,8765,51288.0,87.65844506475084,39.495721411247885,2.7684986043106212,60.087859790417795,25.20020134535304,1.7022834393447122
Arkansas,Baxter County,33.33333333333333,41513,18748,50951.333333333336,89.45872377327584,33.24741647194855,1.281526268879628,70.36350059017657,26.389323826271287,0.8407005034567485
Arkansas,Benton County,61.224489795918366,221339,82087,77413.89795918367,85.422361174488,24.464735089613672,0.9017841410686775,55.70098355915587,15.20427940850912,0.46806030568494483
Arkansas,Boone County,28.57142857142857,36903,15120,48718.857142857145,86.66775058938298,34.1218871094491,1.560848711486871,70.83434951087987,26.55068693602146,0.9240441156545539
Arkansas,Bradley County,0.0,11508,4673,52292.0,80.5526590198123,37.08724365658672,2.6416405978449773,59.57594716718805,26.3555787278415,1.7639902676399026
Arkansas,Calhoun County,0.0,5368,2262,57847.0,100.0,40.64828614008942,2.309985096870343,100.0,40.64828614008942,2.309985096870343
Arkansas,Carroll County,20.0,27446,11393,54163.4,88.59943161116374,35.99067259345624,1.8472637178459521,68.91714639656051,27.16607155869708,1.2205785906871676
Arkansas,Chicot County,50.0,11800,4579,41166.5,83.61864406779661,42.983050847457626,5.203389830508474,66.64406779661017,32.6271186440678,3.957627118644068
Arkansas,Clark County,40.0,22995,8783,56093.0,82.27875625135898,35.20765383779082,1.909110676233964,59.547727766905844,21.900413133289845,1.0263100674059578
Arkansas,Clay County,33.33333333333333,16083,6845,44973.833333333336,83.71572467823168,38.44432008953553,2.829074177703165,58.061306970092645,24.187029783000686,1.280855561773301
Arkansas,Cleburne County,14.285714285714285,25970,11078,54239.57142857143,89.48016942626107,33.26145552560647,1.085868309587986,75.64497497112053,27.346938775510203,0.9395456295725838
Arkansas,Cleveland County,0.0,8689,3416,52243.5,90.85050063298424,37.323052134883184,1.7493382437564735,86.0052940499482,34.76809759465991,1.5421797675221545
Arkansas,Columbia County,40.0,24552,9759,49356.8,83.77321603128055,37.56109481915934,1.3033561420658195,63.432714239165854,27.419354838709676,0.7372108178559792
Arkansas,Conway County,33.33333333333333,21273,8463,54227.0,87.91895830395336,35.92817186104452,2.2140741785361726,72.24650966013256,28.919287359563768,1.654679640859305
Arkansas,Craighead County,64.70588235294117,96443,37291,56062.705882352944,78.48366392584221,34.487728502846245,1.983555053243885,49.866760677291246,20.374729114606556,0.8575013220244083
Arkansas,Crawford County,54.54545454545454,61948,23447,54413.818181818184,91.94162846258152,37.30225350293795,1.3366048944275843,70.1088009298121,27.406857364240977,0.8797701297862723
Arkansas,Crittenden County,70.0,50902,19026,50433.15,79.25032415229263,38.9925739656595,3.0509606695218263,35.216690896231974,16.294055243408902,1.3103610860084083
Arkansas,Cross County,33.33333333333333,17870,7002,52340.0,84.43200895355344,35.90374930050364,2.473419138220481,60.25741466144376,25.5288192501399,1.7515388919977615
Arkansas,Dallas County,33.33333333333333,8116,3280,49106.0,84.42582552981764,40.931493346476095,3.9181862986692955,62.30901922129127,29.817644159684576,2.870872350911779
Arkansas,Desha County,40.0,13008,5321,39538.2,85.63191881918819,48.954489544895445,5.873308733087331,62.807503075030745,35.78567035670357,4.166666666666666
Arkansas,Drew County,20.0,18509,7360,57089.4,83.84029391107029,32.91371765087255,1.8531525203954833,64.5253660381436,23.939705008374304,1.2750553784645309
Arkansas,Faulkner County,60.0,113237,42614,66316.48,88.35362999726239,31.764352640921256,1.448289869918843,64.9134116940576,22.276287785794395,0.8115721893020832
Arkansas,Franklin County,0.0,18125,7037,49272.333333333336,90.94620689655173,40.67310344827586,1.776551724137931,74.54896551724138,31.895172413793105,1.1475862068965517
Arkansas,Fulton County,0.0,12245,5196,42402.5,94.36504695794203,46.89260922825643,1.5843201306655779,87.97060024499795,43.13597386688444,1.1923233973050225
Arkansas,Garland County,65.0,96024,40994,52255.3,88.57993834874614,35.5129967508123,2.6868282929267684,65.99704240606515,24.236649171040572,1.4090227443139214
Arkansas,Grant County,50.0,17853,6933,62230.25,90.7298493250434,32.252282529546854,0.7785806307063239,74.92298213185458,25.94521929087548,0.5601299501484345
Arkansas,Greene County,44.44444444444444,42090,16425,55590.11111111111,90.3943929674507,34.92753623188406,1.4373960560703254,63.585174625801855,22.466143977191734,0.7365169874079354
Arkansas,Hempstead County,40.0,22609,8839,49583.4,92.18452828519617,43.61979742580389,2.560927064443363,70.75058604980318,30.642664425671196,1.4374806492989518
Arkansas,Hot Spring County,42.857142857142854,32923,12664,50382.71428571428,93.85535947513895,37.72438720651217,1.7009385535947514,79.07541840051027,29.338152659235185,1.2939282568417216
Arkansas,Howard County,33.33333333333333,13789,5365,48521.333333333336,91.52222786278918,41.98999202262673,2.4874900282834145,75.2121256073682,32.598448038291394,1.5447095510914497
Arkansas,Independence County,12.5,36647,14391,54804.875,91.4454116298742,38.85447649193659,1.5117199225038884,73.20653805222801,30.96569978442983,1.0669359019837912
Arkansas,Izard County,0.0,13696,5731,49650.25,94.47283878504673,39.223130841121495,1.6939252336448596,80.39573598130842,32.55695093457944,1.1609228971962617
Arkansas,Jackson County,40.0,17997,6724,43637.4,86.68667000055564,44.92971050730677,1.8558648663666168,70.62288159137634,36.528310273934544,1.289103739512141
Arkansas,Jefferson County,66.66666666666666,77435,28873,46404.34782608696,84.5250855556273,37.32679021114483,3.0490088461290115,53.39316846387293,20.972428488409633,1.4592884354620004
Arkansas,Johnson County,50.0,25540,9812,43415.333333333336,89.64761158966328,45.207517619420514,1.609240407204385,75.51292090837902,37.13390759592796,1.311667971808927
Arkansas,Lafayette County,0.0,7645,3150,45748.5,91.7724002616089,45.768476128188354,3.4532374100719423,84.43427076520602,41.8705035971223,3.1393067364290386
Arkansas,Lawrence County,33.33333333333333,17415,6938,49051.5,85.3402239448751,37.41027849554982,1.7858168245765145,68.33763996554694,29.526270456503013,1.027849554981338
Arkansas,Lee County,25.0,10424,3624,42607.25,92.70913277052955,46.62317728319263,4.518419033000767,73.36914811972372,35.283960092095164,2.446277820414428
Arkansas,Lincoln County,0.0,14134,4207,55705.0,98.37271826800622,46.724211122116884,2.5965756332248477,92.8328852412622,44.50969293901231,2.4550728739210417
Arkansas,Little River County,0.0,13171,5411,58380.5,93.37180168552122,38.73661832814517,2.9154961658188445,80.2444765014046,31.060663579075243,2.513096955432389
Arkansas,Logan County,33.33333333333333,22353,8704,45872.0,90.22949939605422,42.728045452511964,1.3778911108128664,72.84928197557375,33.67333243859885,0.7247349349080661
Arkansas,Lonoke County,37.5,68356,25295,64694.625,89.09678740710399,28.0604482415589,1.2610451167417638,70.3288665223243,21.87664579554099,0.9201825735853473
Arkansas,Madison County,0.0,15717,6174,52282.5,89.94719093974678,38.989629064070755,1.6542597187758479,84.9716867086594,36.55277724756633,1.49519628427817
Arkansas,Marion County,0.0,16653,7411,45693.25,90.71638743769891,42.05848796012731,2.5881222602534075,77.48753978262175,35.326968113853354,2.0536840208971356
Arkansas,Miller County,75.0,43462,17219,51403.5,90.38470387925084,38.734986885095026,2.8599696286411116,64.36887395886062,23.086834476094058,1.6244075284156274
Arkansas,Mississippi County,50.0,46480,17741,44685.75,79.79130808950086,40.73149741824441,2.934595524956971,50.22160068846816,24.68803786574871,1.65447504302926
Arkansas,Monroe County,33.33333333333333,8149,3481,49123.666666666664,79.8257454902442,39.72266535771261,4.2091054117069575,52.84083936679347,26.309976684255737,2.466560314148975
Arkansas,Montgomery County,0.0,9487,4000,45767.666666666664,95.79424475598188,42.46864129861916,2.25571835142827,88.47897122377991,40.139137767471276,2.0449035522293664
Arkansas,Nevada County,33.33333333333333,8997,3697,42920.666666666664,90.26342114038013,47.049016338779595,2.1118150494609313,72.93542291875069,36.72335222852062,1.3226631099255308
Arkansas,Newton County,0.0,8330,3571,52834.0,98.9795918367347,41.6686674669868,1.5726290516206485,95.96638655462185,40.10804321728691,1.452581032412965
Arkansas,Ouachita County,50.0,26120,11003,47284.166666666664,88.4800918836141,42.568912710566615,3.621745788667688,67.66079632465544,30.85375191424196,2.186064318529862
Arkansas,Perry County,0.0,10445,4170,55241.0,94.65773097175682,36.26615605552896,2.0679751077070367,87.19004308281474,33.03015797032073,2.029679272379129
Arkansas,Phillips County,33.33333333333333,21757,8491,37381.666666666664,93.06889736636485,49.17038194604035,6.384152226869514,72.96961897320404,37.65684607252838,4.678953899894287
Arkansas,Pike County,0.0,11291,4457,50073.666666666664,83.8543973075901,38.34027101231069,1.576476839961031,70.96802763262777,31.10441944911877,1.3373483305287397
Arkansas,Poinsett County,28.57142857142857,24583,9754,42442.42857142857,83.08587235081154,40.47105723467437,2.3756254322092505,59.05300410853028,29.691250050848144,1.647479965830045
Arkansas,Polk County,0.0,20662,8450,44922.666666666664,89.812215661601,45.252153712128546,2.10531410318459,79.00977640112283,39.386313038428035,1.776207530732746
Arkansas,Pope County,45.45454545454545,61754,23353,54982.0,89.68002072740228,37.893901609612335,1.7440165819218187,66.43942092819898,24.898791981086248,0.9845516079930046
Arkansas,Prairie County,0.0,8715,3685,51437.666666666664,78.23293172690762,33.826735513482504,1.996557659208262,59.85083189902467,25.094664371772808,1.3884107860011474
Arkansas,Pulaski County,83.15789473684211,382748,158772,66118.72340425532,80.84248644016428,30.936543104078922,2.529601722282024,46.74145913237953,17.510476867286048,1.203925298107371
Arkansas,Randolph County,25.0,17969,7299,45783.0,82.03016305860092,38.3660749067839,1.5693694696421616,66.34759864210585,30.112972341254384,1.096332572764205
Arkansas,Saline County,42.857142857142854,107118,41441,74703.42857142857,91.75862133348271,22.99706865326089,1.3499131798577269,70.60251311637633,17.339756156761702,0.9774267630090181
