State,County,Urban_Percentage,Total_Population,Housing_Units,Median_Family_Income,Population_Half_Percent,Low_Income_Half_Percent,Vehicle_Half_Percent,Population_1_Percent,Low_Income_1_Percent,Vehicle_1_Percent,"Grocery stores, 2016","Convenience stores, 2016","Fast-food restaurants, 2016","Farmers' markets, 2018"
AL,Clarke,22.22222222222222,25833.0,10337.0,49746.55555555556,92.90829559091084,42.30248132233964,3.956180079742965,79.16618278945535,36.4146634150118,3.452947779971354,6.0,13.0,25.0,2.0
AL,Clay,0.0,13932.0,5670.0,48673.0,88.80275624461672,38.78122308354867,1.3422337065747918,75.91874820556991,32.03416594889463,0.9618145277060004,3.0,6.0,4.0,2.0
AL,Cleburne,0.0,14972.0,5891.0,52674.0,91.1301095378039,37.3764360138926,1.4360138925995192,83.21533529254609,33.09511087363078,1.3024312049158429,2.0,12.0,5.0,1.0
AL,Coffee,35.714285714285715,49948.0,19849.0,60938.71428571428,87.25474493473212,28.127252342436133,1.9199967966685352,67.21590454072235,20.16497157043325,1.0130535757187475,7.0,29.0,40.0,2.0
AL,Colbert,64.28571428571429,54428.0,22773.0,55345.71428571428,87.87756301903433,31.43418828544132,2.287425589769972,66.60174909972808,22.03828911589623,1.4698317042698612,8.0,45.0,53.0,2.0
AL,Conecuh,0.0,13228.0,5625.0,41969.6,92.80314484426974,53.4699123072271,2.585424856365285,76.64801935288781,42.493196250377984,1.9352887813728448,1.0,15.0,7.0,1.0
AL,Coosa,0.0,11539.0,4794.0,46510.66666666666,95.1122280960222,38.64286333304446,1.7245861859779876,89.70448045757865,35.687667908830925,1.45593205650403,1.0,8.0,1.0,0.0
AL,Covington,28.57142857142857,37765.0,15531.0,54289.92857142857,89.10366741692043,35.874486958824306,1.7847213027935918,70.36409373758772,26.344498874619354,1.1968754137428836,6.0,34.0,27.0,2.0
AL,Crenshaw,0.0,13906.0,5652.0,54212.16666666666,89.17733352509708,39.30677405436502,2.3874586509420395,77.77218466848842,34.9561340428592,2.0422839062275275,4.0,7.0,8.0,1.0
AL,Cullman,16.666666666666664,80406.0,31864.0,53786.27777777778,94.16710195756536,38.16506230878293,1.4862074969529635,80.42310275352585,32.01502375444619,1.1031515061065094,15.0,53.0,63.0,1.0
AL,Dale,35.714285714285715,50251.0,20065.0,56551.71428571428,93.5941573302024,38.37535571431414,1.982050108455553,80.72078167598656,31.543650872619448,1.2497263736045054,6.0,29.0,35.0,2.0
AL,Dallas,46.66666666666666,43820.0,17064.0,42692.8,82.83432222729348,46.49931538110452,4.210406207211319,54.591510725696025,27.104062072113187,1.907804655408489,8.0,36.0,25.0,1.0
AL,DeKalb,0.0,71109.0,26842.0,48581.28571428572,93.53668312028012,45.293844661013374,1.8169289400779085,81.13318989157492,37.88268714227453,1.4920755459927717,16.0,50.0,40.0,2.0
AL,Elmore,26.666666666666668,79303.0,28301.0,71181.26666666666,93.94474357842704,26.343265702432443,1.5295764346872125,82.53155618324654,22.36359280228995,1.3240356606937946,8.0,55.0,39.0,2.0
AL,Escambia,22.22222222222222,38319.0,14157.0,44413.88888888889,90.2241707768992,45.63532451264386,1.367467835799473,69.05190636498865,34.601633654322924,0.9238236905973538,4.0,30.0,28.0,2.0
AL,Etowah,70.0,104430.0,42036.0,51122.43333333333,87.91630757445179,32.87465287752562,1.785885282007086,71.10791918031218,24.914296658048453,1.1500526668581823,14.0,70.0,85.0,3.0
AL,Fayette,0.0,17241.0,7100.0,48849.0,87.59352705759527,38.91885621483673,2.169247723449916,71.83458036076794,32.53291572414593,1.6936372600197207,4.0,8.0,13.0,1.0
AL,Franklin,22.22222222222222,31704.0,12286.0,49578.77777777778,83.28602069139541,38.10560181680545,1.4446126671713349,66.84014635377238,29.88581882412313,1.0061821852132222,10.0,20.0,17.0,2.0
AL,Geneva,16.666666666666664,26790.0,10920.0,51000.66666666666,83.74393430384471,36.67039940276223,1.6312056737588652,73.39305711086226,31.750653228816724,1.351250466592012,10.0,15.0,10.0,0.0
AL,Greene,0.0,9045.0,3764.0,30045.33333333333,88.89994472084024,57.65616362631288,4.853510226644555,79.53565505804312,52.64787175234936,4.223327805417357,2.0,13.0,2.0,2.0
AL,Hale,0.0,15760.0,6273.0,47044.0,88.4517766497462,44.2258883248731,3.5723350253807107,82.51269035532995,40.25380710659898,3.026649746192893,2.0,12.0,10.0,1.0
AL,Henry,16.666666666666664,17302.0,6994.0,53892.333333333336,92.42862096867417,37.93203097907757,1.9766500982545367,77.47659230146805,32.05987747081262,1.6876661657611838,2.0,12.0,13.0,2.0
AL,Houston,63.63636363636363,101547.0,40969.0,53357.40909090909,79.92161265226939,30.92164219523964,1.7400809477384858,51.83904989807675,18.90060760042148,0.8597004342816628,17.0,71.0,116.0,3.0
AL,Jackson,18.181818181818183,53227.0,21513.0,48657.36363636364,94.73575441035564,43.29569579348826,1.6965074116519812,81.12612020215305,36.99250380446014,1.3808781257632403,11.0,42.0,32.0,1.0
AL,Jefferson,87.73006134969326,658466.0,263568.0,66529.51234567902,80.78442926438115,28.741651049560645,2.431408759146258,46.60696224254555,15.996270118730504,1.2762997633894535,107.0,459.0,709.0,17.0
AL,Lamar,0.0,14564.0,6103.0,49775.66666666666,87.53089810491623,39.46031310079648,2.622905795111233,76.40071408953584,34.57154627849492,2.0324086789343587,4.0,9.0,6.0,1.0
AL,Lauderdale,54.54545454545454,92709.0,38680.0,58883.333333333336,87.02930675554693,32.03788197478131,2.300747500242695,61.53124292139922,20.12210249274612,0.9071395441650756,19.0,49.0,71.0,1.0
AL,Lawrence,11.11111111111111,34339.0,13654.0,55221.88888888889,96.59861964530128,35.38250968286788,2.064707766679286,89.35321354727861,32.08596639389615,1.7065144587786485,3.0,20.0,15.0,1.0
AL,Lee,81.48148148148148,140247.0,55682.0,64522.88,84.88737727010204,32.91478605602972,1.4531505130234514,55.15982516560069,18.078105057505685,0.6795154263549309,18.0,79.0,145.0,4.0
AL,Limestone,31.25,82782.0,31446.0,66622.625,94.26807760141094,30.395496605542267,1.3457031721871904,82.04319779662245,26.429658621439444,1.0884008600903576,10.0,59.0,52.0,1.0
AL,Lowndes,0.0,11299.0,4352.0,40745.75,97.51305425258872,52.898486591733786,4.9827418355606685,94.30923090538988,50.880608903442784,4.717231613417116,2.0,9.0,1.0,1.0
AL,Macon,50.0,21452.0,8499.0,49266.72727272727,95.2265523028156,47.97687861271676,4.633600596680962,82.56106656721984,40.84001491702406,3.7525638635092298,4.0,13.0,9.0,1.0
AL,Madison,83.56164383561644,334811.0,134700.0,76157.02739726027,82.76460450821507,23.62616520962573,1.5492322534205865,49.50016576516303,13.243889836355436,0.7831283918389779,46.0,217.0,333.0,7.0
AL,Marengo,16.666666666666664,21027.0,8535.0,50807.833333333336,82.23236790792791,39.36843106482142,2.839206734198887,61.05959005088696,29.733200171208445,1.7976886859751746,3.0,21.0,18.0,3.0
AL,Marion,0.0,30776.0,12651.0,47207.625,89.75175461398493,41.67858071224331,1.6376397192617624,75.3379256563556,35.15076683129711,1.1534962308292176,3.0,23.0,19.0,2.0
AL,Marshall,44.44444444444444,93019.0,35810.0,54459.22222222222,86.02221051613111,36.79140820692547,1.443791053440695,65.49629645556284,27.299798965802687,0.8879906255711199,22.0,74.0,80.0,3.0
AL,Mobile,80.7017543859649,412992.0,158435.0,54888.705357142855,77.53370525337053,30.65434681543468,1.8087517433751743,46.836984735781805,17.765477297381064,0.821565550906555,56.0,250.0,276.0,5.0
AL,Monroe,0.0,23068.0,9214.0,42242.71428571428,92.03658748049246,48.62580197676435,4.014218831281429,79.18328420322524,42.18397780475117,3.420322524709554,5.0,14.0,10.0,2.0
AL,Montgomery,81.53846153846153,229363.0,89981.0,60741.96923076923,78.2288337700501,32.26283227896391,2.683519137785955,36.36462725025397,13.25671533769614,1.14578201366393,34.0,149.0,218.0,3.0
AL,Morgan,62.96296296296296,119490.0,47030.0,61559.14814814815,86.83488158004855,31.78843417859235,1.7122771780065278,60.16151979245125,20.20252740815131,0.9515440622646248,18.0,95.0,90.0,3.0
AL,Perry,0.0,10591.0,3947.0,29469.0,98.6970068926447,67.3307525257294,5.4480219053913705,83.23104522707959,56.78406193938249,4.7681994145973,3.0,8.0,2.0,1.0
AL,Pickens,0.0,19746.0,8012.0,52387.4,90.00810290691786,41.43117593436646,3.4589283905601134,73.1996353691887,33.45487693710118,2.684087916540059,5.0,9.0,7.0,2.0
AL,Pike,25.0,32899.0,13210.0,51037.5,86.33393112252652,43.97702057813307,2.440803671844129,58.92276360983617,26.46585002583665,1.31918903310131,7.0,20.0,34.0,1.0
AL,Randolph,16.666666666666664,22913.0,9164.0,50879.833333333336,91.0749356260638,37.223410291101125,2.1079736394186708,81.97529786584036,33.491904159210925,1.84611355998778,3.0,20.0,10.0,2.0
AL,Russell,61.53846153846154,52947.0,21229.0,48701.230769230766,74.45181030086691,31.777060078946874,2.683815891363061,45.38878501142652,17.424972141953273,1.3258541560428354,12.0,35.0,48.0,1.0
AL,Shelby,60.41666666666666,195085.0,74072.0,90509.0425531915,88.31022374862239,18.838967629494835,0.9836737832226978,64.62465079324396,13.62175461978112,0.7268626496142707,26.0,106.0,162.0,8.0
AL,St. Clair,15.384615384615383,83593.0,31624.0,63409.53846153846,94.40503391432296,30.36617898627876,1.1089445288481092,82.39565513858817,26.07514983312,0.9354850286507242,14.0,53.0,55.0,1.0
AL,Sumter,0.0,13763.0,5629.0,45447.25,85.30843566082976,52.6774685751653,4.127007193199157,65.03669258155925,40.36183971517838,3.226040834120468,2.0,20.0,8.0,1.0
AL,Talladega,40.909090909090914,82291.0,31890.0,50235.59090909091,91.16671324932253,40.481948208188015,2.711110571022348,72.17192645611307,30.53918411490929,1.779052387259846,8.0,78.0,50.0,1.0
AL,Tallapoosa,10.0,41616.0,16985.0,52961.9,93.22616301422528,39.15561322568243,3.2535563244905807,79.78181468665898,31.43502499038831,2.6071703191080355,6.0,35.0,23.0,1.0
AL,Tuscaloosa,70.2127659574468,194656.0,76141.0,65771.06521739131,78.38340457011344,27.58044961367746,1.4826154857800429,46.43216751602828,13.802811112937697,0.5712641788591156,25.0,128.0,171.0,2.0
AL,Walker,11.11111111111111,67023.0,26571.0,54000.61111111111,91.35371439655044,39.16118347432971,2.1261358041269416,79.38170478790863,34.16588335347567,1.7531295227011623,10.0,47.0,45.0,1.0
AL,Washington,0.0,17581.0,6758.0,52194.6,96.95125419486946,43.2341732552187,1.3423582276321029,91.650076787441,40.9476139013708,1.2968545588988112,3.0,10.0,2.0,1.0
AL,Wilcox,0.0,11670.0,4484.0,36813.0,99.32305055698372,53.64181662382177,5.8526135389888605,96.86375321336762,52.71636675235647,5.70694087403599,7.0,9.0,3.0,3.0
AL,Winston,0.0,24484.0,10163.0,49222.57142857143,90.15275281816696,41.49240320209116,2.507760169906878,79.86440124162718,36.47279856232642,1.935958176768502,6.0,24.0,11.0,1.0
AK,Aleutians East,0.0,3141.0,553.0,77941.0,96.81630054122893,34.4157911493155,4.17064629099013,93.9191340337472,33.33333333333333,4.011461318051576,4.0,0.0,1.0,0.0
AK,Aleutians West,0.0,5561.0,1212.0,79297.0,82.17946412515734,23.682790864952345,2.8591979859737457,61.30192411436792,17.964394893004858,2.3916561769465923,4.0,1.0,0.0,1.0
AK,Anchorage,94.54545454545456,291826.0,107332.0,99590.41818181818,72.84991741654274,14.08442016818241,1.2260730709395324,30.75085838821764,4.836443634220392,0.3382152378472103,33.0,51.0,208.0,10.0
AK,Bethel,33.33333333333333,17013.0,4651.0,58649.0,86.5926056544995,48.75683301005114,14.124493034738142,77.94039851877976,46.35866690178099,13.513195791453594,23.0,5.0,6.0,0.0
AK,Bristol Bay,0.0,997.0,423.0,98472.0,100.0,20.36108324974925,4.212637913741224,99.89969909729189,20.36108324974925,4.212637913741224,2.0,0.0,0.0,0.0
AK,Denali,0.0,1826.0,806.0,102500.0,100.0,33.07776560788609,1.3691128148959473,100.0,33.07776560788609,1.3691128148959473,1.0,3.0,3.0,0.0
AK,Dillingham,0.0,4847.0,1563.0,61640.0,93.10913967402516,42.56240973798226,11.84237672787291,84.05199092221993,40.04538890035073,11.30596245100062,4.0,1.0,1.0,1.0
AK,Fairbanks North Star,68.42105263157895,97581.0,36441.0,86370.36842105263,90.13947387298758,20.513214662690483,1.0504094034699378,71.0824853198881,15.06338324058987,0.6220473247865875,7.0,24.0,44.0,3.0
AK,Haines,0.0,2508.0,1149.0,76719.0,76.55502392344498,24.24242424242424,1.9138755980861244,58.97129186602871,20.215311004784688,1.2759170653907497,3.0,0.0,1.0,1.0
AK,Hoonah-Angoon,0.0,2150.0,913.0,63672.0,100.0,31.348837209302328,13.069767441860469,100.0,31.348837209302328,13.069767441860469,4.0,3.0,2.0,0.0
AK,Juneau City and,33.33333333333333,31275.0,12187.0,111953.5,81.35891286970424,12.585131894484414,2.113509192645884,64.13429256594723,10.442845723421264,1.6818545163868903,,,,
AK,Kenai Peninsula,7.6923076923076925,55400.0,22161.0,81176.38461538461,94.12815884476534,27.38628158844765,2.2635379061371843,82.64259927797833,23.86642599277978,1.7581227436823104,17.0,18.0,44.0,6.0
AK,Ketchikan Gateway,50.0,13477.0,5305.0,85370.5,59.18231060324997,13.645470060102395,2.322475328337167,35.11167173703346,6.2551012836684725,0.5194034280626253,4.0,3.0,11.0,0.0
AK,Kodiak Island,60.0,13592.0,4630.0,87142.2,80.50323719835197,20.968216597998826,2.972336668628605,53.71542083578576,13.662448499117128,2.486756915832843,5.0,2.0,6.0,0.0
AK,Kusilvak,0.0,7459.0,1745.0,35354.0,78.49577691379541,57.54122536533048,16.034320954551546,62.89046789113822,46.54779461053761,12.763104973857086,,,,
AK,Lake and Peninsula,0.0,1631.0,553.0,48984.0,100.0,41.63090128755365,15.879828326180256,100.0,41.63090128755365,15.879828326180256,2.0,2.0,0.0,0.0
AK,Matanuska-Susitna,29.166666666666668,88995.0,31824.0,85539.25,93.02320355076128,23.205798078543737,1.0539917972919828,79.7898758357211,19.78425754255857,0.7899320186527333,10.0,17.0,36.0,7.0
AK,Nome,0.0,9492.0,2815.0,61836.0,65.9502739148757,35.97766540244417,12.484197218710491,50.76906868942267,31.436999578592506,10.872313527180784,19.0,1.0,1.0,0.0
AK,North Slope,0.0,9430.0,2029.0,78490.5,72.69353128313892,18.992576882290564,6.511134676564156,50.4559915164369,11.378579003181336,4.019088016967126,8.0,2.0,3.0,0.0
AK,Northwest Arctic,50.0,7523.0,1919.0,64073.0,64.5620098365014,38.58832912401967,11.40502459125349,52.784793300545,32.91240196730028,10.1023527847933,8.0,2.0,3.0,0.0
AK,Petersburg,0.0,3815.0,1599.0,78482.0,62.51638269986893,10.956749672346003,4.718217562254259,36.74967234600262,5.6356487549148095,3.486238532110092,3.0,4.0,3.0,1.0
AK,Prince of Wales-Hyder,0.0,5559.0,2194.0,66268.33333333333,71.2358337830545,24.608742579600648,3.130059363194819,41.48228098578881,15.272531030760929,1.96078431372549,5.0,5.0,3.0,0.0
AK,Sitka City and,100.0,8881.0,3545.0,89518.5,51.13162932102241,10.595653642607816,2.128138723116766,34.523139286116425,6.249296250422249,1.3061592163044702,,,,
AK,Skagway,0.0,968.0,436.0,84688.0,16.32231404958678,2.8925619834710745,0.6198347107438017,8.47107438016529,1.4462809917355373,0.3099173553719008,2.0,1.0,2.0,0.0
AK,Southeast Fairbanks,0.0,7029.0,2567.0,74283.0,94.86413430075402,27.0450988760848,1.821027173139849,88.83198178972826,25.26675202731541,1.6929862000284537,4.0,5.0,3.0,1.0
AK,Valdez-Cordova,0.0,9636.0,3966.0,95361.66666666669,74.86508924865089,21.118721461187214,2.895392278953923,62.53632212536322,19.748858447488583,2.6878372768783727,8.0,8.0,7.0,3.0
AK,Wrangell City and,0.0,2369.0,1053.0,71923.0,53.60911777121148,13.929928239763614,1.983959476572393,36.97762769100886,8.737864077669903,0.7176023638666104,,,,
AK,Yakutat City and,0.0,662.0,270.0,75833.0,81.72205438066466,30.362537764350456,3.0211480362537766,42.296072507552864,15.709969788519636,1.6616314199395772,,,,
AK,Yukon-Koyukuk,0.0,5588.0,2217.0,49449.75,93.45025053686471,45.23979957050823,18.772369362920543,90.33643521832498,43.66499642090193,18.235504652827487,9.0,4.0,0.0,1.0
AZ,Apache,6.25,71518.0,22771.0,40798.75,95.1900220923404,58.478984311641824,3.7431136217455743,87.67582986101401,55.109203277496576,3.57252719595067,9.0,41.0,12.0,1.0
AZ,Cochise,56.25,131346.0,50865.0,54899.625,87.31594414751876,33.51453413122592,1.689430968586786,68.75504392977328,23.822575487643324,1.148873966470239,16.0,59.0,58.0,3.0
AZ,Coconino,60.71428571428571,134421.0,46711.0,69438.0,74.4958005073612,27.340966069289767,1.176155511415627,51.77390437506044,18.36840969788947,0.8570089494944986,20.0,80.0,128.0,3.0
AZ,Gila,37.5,53597.0,22000.0,48177.1875,85.08871765210739,37.23156146799261,2.0150381551206227,63.34309756143068,28.32434651193164,1.6418829412093958,6.0,31.0,32.0,2.0
AZ,Graham,44.44444444444444,37220.0,11120.0,60359.11111111111,94.7608812466416,39.288017195056426,1.738312735088662,81.31112305212251,33.594841483073616,1.4239656098871574,6.0,18.0,15.0,1.0
AZ,Greenlee,33.33333333333333,8437.0,3188.0,63641.0,77.69349294773023,31.38556358895342,1.0667298802892022,64.77420884200545,28.35130970724191,1.0430247718383312,2.0,6.0,3.0,0.0
AZ,La Paz,12.5,20489.0,9198.0,47722.28571428572,92.77173117282445,47.50353848406462,2.947923275904144,78.97408365464396,40.86094977792962,2.781980574942652,6.0,21.0,16.0,0.0
AZ,Maricopa,95.72836801752464,3817117.0,1411583.0,76951.67663344408,65.43241928397794,19.831983143298988,1.2405435830235227,23.664430511299496,6.204158793141525,0.3598265392441468,467.0,970.0,3055.0,39.0
AZ,Mohave,67.44186046511628,200186.0,82539.0,51915.04651162791,87.37074520695754,36.67239467295415,1.8642662324038644,64.86167863886585,26.46638626077748,1.3537410208506089,17.0,91.0,122.0,1.0
AZ,Navajo,25.806451612903224,107449.0,35658.0,46365.35483870968,89.193012498953,46.9822892721198,2.817150462079685,74.45671900157284,40.22652607283456,2.354605440720714,14.0,57.0,62.0,3.0
AZ,Pima,87.96680497925311,980263.0,388660.0,66231.66666666667,70.67460467241955,24.983397312761983,1.8628674141531405,36.44083271530192,10.601338620349846,0.5294497497100268,122.0,283.0,666.0,24.0
AZ,Pinal,66.66666666666666,375770.0,125590.0,60553.78666666667,88.33142613832929,30.05828033105357,1.2393219256460069,66.01591398994066,21.495861830374963,0.7967639779652447,31.0,83.0,132.0,1.0
AZ,Santa Cruz,70.0,47420.0,15437.0,41557.8,84.7089835512442,44.52551665963728,1.229439055250949,60.28469000421764,28.975115984816536,0.5461830451286377,10.0,16.0,24.0,5.0
AZ,Yavapai,52.38095238095239,211033.0,90903.0,61611.52380952381,87.92558509806523,30.07870806935408,1.301692152412182,67.51645477247634,22.913951846393694,0.844417697706046,29.0,81.0,139.0,8.0
AZ,Yuma,79.24528301886792,195751.0,64767.0,50844.980769230766,69.34677217485479,30.84888455231391,1.1647450076883388,36.6424692594163,15.638234287436587,0.5798182384764319,31.0,66.0,121.0,0.0
AR,Arkansas,50.0,19019.0,8005.0,54667.0,89.2475945107524,38.961038961038966,3.7593984962406015,64.72474893527526,28.802776171197227,2.9128765970871235,3.0,17.0,9.0,2.0
AR,Ashley,28.57142857142857,21853.0,8765.0,51288.0,87.65844506475084,39.495721411247885,2.768498604310621,60.0878597904178,25.20020134535304,1.7022834393447122,2.0,14.0,15.0,2.0
AR,Baxter,33.33333333333333,41513.0,18748.0,50951.333333333336,89.45872377327584,33.24741647194855,1.281526268879628,70.36350059017657,26.389323826271287,0.8407005034567485,8.0,16.0,31.0,3.0
AR,Benton,61.224489795918366,221339.0,82087.0,77413.89795918367,85.422361174488,24.464735089613672,0.9017841410686775,55.70098355915587,15.20427940850912,0.4680603056849448,37.0,81.0,163.0,8.0
AR,Boone,28.57142857142857,36903.0,15120.0,48718.857142857145,86.66775058938298,34.1218871094491,1.560848711486871,70.83434951087987,26.55068693602146,0.924044115654554,7.0,21.0,24.0,3.0
AR,Bradley,0.0,11508.0,4673.0,52292.0,80.5526590198123,37.08724365658672,2.6416405978449773,59.57594716718805,26.3555787278415,1.7639902676399026,2.0,5.0,5.0,0.0
AR,Calhoun,0.0,5368.0,2262.0,57847.0,100.0,40.64828614008942,2.309985096870343,100.0,40.64828614008942,2.309985096870343,0.0,3.0,1.0,0.0
AR,Carroll,20.0,27446.0,11393.0,54163.4,88.59943161116374,35.99067259345624,1.847263717845952,68.91714639656051,27.16607155869708,1.2205785906871676,5.0,17.0,15.0,3.0
AR,Chicot,50.0,11800.0,4579.0,41166.5,83.61864406779661,42.983050847457626,5.203389830508474,66.64406779661017,32.6271186440678,3.957627118644068,4.0,9.0,5.0,1.0
AR,Clark,40.0,22995.0,8783.0,56093.0,82.27875625135898,35.20765383779082,1.909110676233964,59.54772776690584,21.900413133289845,1.0263100674059578,2.0,10.0,23.0,1.0
AR,Clay,33.33333333333333,16083.0,6845.0,44973.833333333336,83.71572467823168,38.44432008953553,2.829074177703165,58.061306970092645,24.18702978300069,1.280855561773301,4.0,8.0,6.0,1.0
AR,Cleburne,14.285714285714285,25970.0,11078.0,54239.57142857143,89.48016942626107,33.26145552560647,1.085868309587986,75.64497497112053,27.346938775510203,0.9395456295725838,7.0,14.0,18.0,1.0
AR,Cleveland,0.0,8689.0,3416.0,52243.5,90.85050063298424,37.323052134883184,1.7493382437564735,86.0052940499482,34.76809759465991,1.5421797675221545,2.0,5.0,2.0,1.0
AR,Columbia,40.0,24552.0,9759.0,49356.8,83.77321603128055,37.56109481915934,1.3033561420658195,63.432714239165854,27.41935483870968,0.7372108178559792,3.0,18.0,21.0,1.0
AR,Conway,33.33333333333333,21273.0,8463.0,54227.0,87.91895830395336,35.92817186104452,2.2140741785361726,72.24650966013256,28.919287359563768,1.654679640859305,4.0,13.0,10.0,1.0
AR,Craighead,64.70588235294117,96443.0,37291.0,56062.705882352944,78.48366392584221,34.487728502846245,1.983555053243885,49.866760677291246,20.37472911460656,0.8575013220244083,21.0,43.0,84.0,2.0
AR,Crawford,54.54545454545454,61948.0,23447.0,54413.81818181818,91.94162846258152,37.30225350293795,1.3366048944275843,70.1088009298121,27.406857364240977,0.8797701297862723,8.0,28.0,26.0,1.0
AR,Crittenden,70.0,50902.0,19026.0,50433.15,79.25032415229263,38.9925739656595,3.0509606695218263,35.216690896231974,16.294055243408902,1.3103610860084085,9.0,30.0,30.0,0.0
AR,Cross,33.33333333333333,17870.0,7002.0,52340.0,84.43200895355344,35.90374930050364,2.473419138220481,60.25741466144376,25.5288192501399,1.7515388919977617,3.0,10.0,11.0,1.0
AR,Dallas,33.33333333333333,8116.0,3280.0,49106.0,84.42582552981764,40.931493346476095,3.918186298669296,62.30901922129127,29.817644159684576,2.870872350911779,2.0,7.0,4.0,0.0
AR,Desha,40.0,13008.0,5321.0,39538.2,85.63191881918819,48.954489544895445,5.873308733087331,62.807503075030745,35.78567035670357,4.166666666666666,4.0,8.0,10.0,0.0
AR,Drew,20.0,18509.0,7360.0,57089.4,83.84029391107029,32.91371765087255,1.8531525203954835,64.5253660381436,23.939705008374304,1.2750553784645309,2.0,11.0,14.0,0.0
AR,Faulkner,60.0,113237.0,42614.0,66316.48,88.35362999726239,31.764352640921256,1.448289869918843,64.9134116940576,22.276287785794395,0.8115721893020832,13.0,52.0,84.0,5.0
AR,Franklin,0.0,18125.0,7037.0,49272.333333333336,90.94620689655171,40.67310344827586,1.776551724137931,74.54896551724138,31.895172413793105,1.1475862068965517,2.0,10.0,5.0,1.0
AR,Fulton,0.0,12245.0,5196.0,42402.5,94.36504695794204,46.89260922825643,1.584320130665578,87.97060024499795,43.13597386688444,1.1923233973050225,1.0,8.0,4.0,0.0
AR,Garland,65.0,96024.0,40994.0,52255.3,88.57993834874614,35.5129967508123,2.6868282929267684,65.99704240606515,24.23664917104057,1.4090227443139214,16.0,48.0,84.0,3.0
AR,Grant,50.0,17853.0,6933.0,62230.25,90.7298493250434,32.252282529546854,0.7785806307063239,74.92298213185458,25.94521929087548,0.5601299501484345,4.0,9.0,5.0,1.0
AR,Greene,44.44444444444444,42090.0,16425.0,55590.11111111111,90.3943929674507,34.92753623188406,1.4373960560703254,63.585174625801855,22.46614397719173,0.7365169874079354,7.0,18.0,26.0,1.0
AR,Hempstead,40.0,22609.0,8839.0,49583.4,92.18452828519617,43.61979742580389,2.560927064443363,70.75058604980318,30.6426644256712,1.4374806492989518,3.0,15.0,14.0,2.0
AR,Hot Spring,42.85714285714285,32923.0,12664.0,50382.71428571428,93.85535947513895,37.72438720651217,1.7009385535947514,79.07541840051027,29.338152659235185,1.2939282568417216,6.0,15.0,18.0,0.0
AR,Howard,33.33333333333333,13789.0,5365.0,48521.333333333336,91.52222786278918,41.98999202262673,2.4874900282834145,75.2121256073682,32.598448038291394,1.5447095510914497,3.0,10.0,10.0,1.0
AR,Independence,12.5,36647.0,14391.0,54804.875,91.4454116298742,38.85447649193659,1.5117199225038884,73.20653805222801,30.96569978442983,1.0669359019837912,7.0,19.0,24.0,0.0
