State,County,Urban_Percentage,Total_Population,Housing_Units,Median_Family_Income,Population_Half_Percent,Low_Income_Half_Percent,Vehicle_Half_Percent,Population_1_Percent,Low_Income_1_Percent,Vehicle_1_Percent,"Grocery stores, 2016","Convenience stores, 2016","Fast-food restaurants, 2016","Farmers' markets, 2018"
AL,Marshall,44.44444444444444,93019.0,35810.0,54459.22222222222,86.02221051613111,36.79140820692547,1.443791053440695,65.49629645556284,27.299798965802687,0.8879906255711199,0.023651082037003193,0.07955363957901074,0.0860039346800116,0.0032251475505004354
AL,Mobile,80.7017543859649,412992.0,158435.0,54888.705357142855,77.53370525337053,30.65434681543468,1.8087517433751743,46.836984735781805,17.765477297381064,0.821565550906555,0.013559584689291802,0.060533860220052686,0.06682938168293817,0.0012106772044010539
AL,Monroe,0.0,23068.0,9214.0,42242.71428571428,92.03658748049246,48.62580197676435,4.014218831281429,79.18328420322524,42.18397780475117,3.420322524709554,0.021675047685104906,0.06069013351829374,0.04335009537020981,0.008670019074041963
AL,Montgomery,81.53846153846153,229363.0,89981.0,60741.96923076923,78.2288337700501,32.26283227896391,2.683519137785955,36.36462725025397,13.25671533769614,1.14578201366393,0.014823663799305031,0.06496252664989557,0.0950458443602499,0.001307970335232797
AL,Morgan,62.96296296296296,119490.0,47030.0,61559.14814814815,86.83488158004855,31.78843417859235,1.7122771780065278,60.16151979245125,20.20252740815131,0.9515440622646248,0.01506402209389907,0.07950456105113399,0.07532011046949535,0.0025106703489831783
AL,Perry,0.0,10591.0,3947.0,29469.0,98.6970068926447,67.3307525257294,5.4480219053913705,83.23104522707959,56.78406193938249,4.7681994145973,0.028325937116419602,0.07553583231045227,0.018883958077613068,0.009441979038806534
AL,Pickens,0.0,19746.0,8012.0,52387.4,90.00810290691786,41.43117593436646,3.4589283905601134,73.1996353691887,33.45487693710118,2.684087916540059,0.025321584118302442,0.04557885141294439,0.03545021776562342,0.010128633647320976
AL,Pike,25.0,32899.0,13210.0,51037.5,86.33393112252652,43.97702057813307,2.440803671844129,58.92276360983617,26.46585002583665,1.31918903310131,0.02127724246937597,0.060792121341074194,0.10334660627982613,0.0030396060670537096
AL,Randolph,16.666666666666664,22913.0,9164.0,50879.833333333336,91.0749356260638,37.223410291101125,2.1079736394186708,81.97529786584036,33.491904159210925,1.84611355998778,0.013093003971544538,0.08728669314363026,0.04364334657181513,0.008728669314363025
AL,Russell,61.53846153846154,52947.0,21229.0,48701.230769230766,74.45181030086691,31.777060078946874,2.683815891363061,45.38878501142652,17.424972141953273,1.3258541560428354,0.022664173607569834,0.06610383968874535,0.09065669443027934,0.0018886811339641528
AL,Shelby,60.41666666666666,195085.0,74072.0,90509.0425531915,88.31022374862239,18.838967629494835,0.9836737832226978,64.62465079324396,13.62175461978112,0.7268626496142707,0.013327523899838533,0.054335289745495556,0.08304072583745546,0.004100776584565702
AL,St. Clair,15.384615384615383,83593.0,31624.0,63409.53846153846,94.40503391432296,30.36617898627876,1.1089445288481092,82.39565513858817,26.07514983312,0.9354850286507242,0.016747813812161304,0.06340243800318209,0.06579498283349085,0.001196272415154379
AL,Sumter,0.0,13763.0,5629.0,45447.25,85.30843566082976,52.6774685751653,4.127007193199157,65.03669258155925,40.36183971517838,3.226040834120468,0.014531715469011117,0.14531715469011117,0.05812686187604447,0.0072658577345055585
AL,Talladega,40.909090909090914,82291.0,31890.0,50235.59090909091,91.16671324932253,40.481948208188015,2.711110571022348,72.17192645611307,30.53918411490929,1.779052387259846,0.009721597744589323,0.09478557800974591,0.06075998590368327,0.0012151997180736653
AL,Tallapoosa,10.0,41616.0,16985.0,52961.9,93.22616301422528,39.15561322568243,3.2535563244905807,79.78181468665898,31.43502499038831,2.6071703191080355,0.01441753171856978,0.08410226835832373,0.05526720492118416,0.0024029219530949633
AL,Tuscaloosa,70.2127659574468,194656.0,76141.0,65771.06521739131,78.38340457011344,27.58044961367746,1.4826154857800429,46.43216751602828,13.802811112937697,0.5712641788591156,0.01284316948873911,0.06575702778234424,0.0878472793029755,0.0010274535590991288
AL,Walker,11.11111111111111,67023.0,26571.0,54000.61111111111,91.35371439655044,39.16118347432971,2.1261358041269416,79.38170478790863,34.16588335347567,1.7531295227011623,0.014920251257031168,0.0701251809080465,0.06714113065664026,0.0014920251257031169
AL,Washington,0.0,17581.0,6758.0,52194.6,96.95125419486946,43.2341732552187,1.3423582276321029,91.650076787441,40.9476139013708,1.2968545588988112,0.017063875774984357,0.056879585916614524,0.011375917183322905,0.005687958591661452
AL,Wilcox,0.0,11670.0,4484.0,36813.0,99.32305055698372,53.64181662382177,5.8526135389888605,96.86375321336762,52.71636675235647,5.70694087403599,0.05998286203941731,0.07712082262210797,0.02570694087403599,0.02570694087403599
AL,Winston,0.0,24484.0,10163.0,49222.57142857143,90.15275281816696,41.49240320209116,2.507760169906878,79.86440124162718,36.47279856232642,1.935958176768502,0.024505799705930403,0.09802319882372161,0.04492729946087241,0.0040842999509884004
AK,Aleutians East,0.0,3141.0,553.0,77941.0,96.81630054122893,34.4157911493155,4.17064629099013,93.9191340337472,33.33333333333333,4.011461318051576,0.1273479783508437,0.0,0.03183699458771092,0.0
AK,Aleutians West,0.0,5561.0,1212.0,79297.0,82.17946412515734,23.682790864952345,2.8591979859737457,61.30192411436792,17.964394893004858,2.3916561769465923,0.07192950908110052,0.01798237727027513,0.0,0.01798237727027513
AK,Anchorage,94.54545454545456,291826.0,107332.0,99590.41818181818,72.84991741654274,14.08442016818241,1.2260730709395324,30.75085838821764,4.836443634220392,0.3382152378472103,0.011308108256289707,0.017476167305175,0.07127534900934118,0.0034266994716029417
AK,Bethel,33.33333333333333,17013.0,4651.0,58649.0,86.5926056544995,48.75683301005114,14.124493034738142,77.94039851877976,46.35866690178099,13.513195791453594,0.135190736495621,0.029389290542526304,0.03526714865103157,0.0
AK,Bristol Bay,0.0,997.0,423.0,98472.0,100.0,20.36108324974925,4.212637913741224,99.89969909729189,20.36108324974925,4.212637913741224,0.20060180541624875,0.0,0.0,0.0
AK,Denali,0.0,1826.0,806.0,102500.0,100.0,33.07776560788609,1.3691128148959473,100.0,33.07776560788609,1.3691128148959473,0.054764512595837894,0.16429353778751368,0.16429353778751368,0.0
AK,Dillingham,0.0,4847.0,1563.0,61640.0,93.10913967402516,42.56240973798226,11.84237672787291,84.05199092221993,40.04538890035073,11.30596245100062,0.08252527336496802,0.020631318341242006,0.020631318341242006,0.020631318341242006
AK,Fairbanks North Star,68.42105263157895,97581.0,36441.0,86370.36842105263,90.13947387298758,20.513214662690483,1.0504094034699378,71.0824853198881,15.06338324058987,0.6220473247865875,0.007173527633453233,0.02459495188612537,0.04509074512456318,0.0030743689857656714
AK,Haines,0.0,2508.0,1149.0,76719.0,76.55502392344498,24.24242424242424,1.9138755980861244,58.97129186602871,20.215311004784688,1.2759170653907497,0.11961722488038277,0.0,0.03987240829346093,0.03987240829346093
AK,Hoonah-Angoon,0.0,2150.0,913.0,63672.0,100.0,31.348837209302328,13.069767441860469,100.0,31.348837209302328,13.069767441860469,0.18604651162790697,0.13953488372093023,0.09302325581395349,0.0
AK,Juneau City and,33.33333333333333,31275.0,12187.0,111953.5,81.35891286970424,12.585131894484414,2.113509192645884,64.13429256594723,10.442845723421264,1.6818545163868903,,,,
AK,Kenai Peninsula,7.6923076923076925,55400.0,22161.0,81176.38461538461,94.12815884476534,27.38628158844765,2.2635379061371843,82.64259927797833,23.86642599277978,1.7581227436823104,0.030685920577617327,0.032490974729241874,0.07942238267148015,0.010830324909747292
AK,Ketchikan Gateway,50.0,13477.0,5305.0,85370.5,59.18231060324997,13.645470060102395,2.322475328337167,35.11167173703346,6.2551012836684725,0.5194034280626253,0.029680195889292868,0.02226014691696965,0.0816205386955554,0.0
AK,Kodiak Island,60.0,13592.0,4630.0,87142.2,80.50323719835197,20.968216597998826,2.972336668628605,53.71542083578576,13.662448499117128,2.486756915832843,0.036786344908769864,0.014714537963507945,0.04414361389052384,0.0
AK,Kusilvak,0.0,7459.0,1745.0,35354.0,78.49577691379541,57.54122536533048,16.034320954551546,62.89046789113822,46.54779461053761,12.763104973857086,,,,
AK,Lake and Peninsula,0.0,1631.0,553.0,48984.0,100.0,41.63090128755365,15.879828326180256,100.0,41.63090128755365,15.879828326180256,0.12262415695892091,0.12262415695892091,0.0,0.0
AK,Matanuska-Susitna,29.166666666666668,88995.0,31824.0,85539.25,93.02320355076128,23.205798078543737,1.0539917972919828,79.7898758357211,19.78425754255857,0.7899320186527333,0.011236586325074443,0.019102196752626553,0.04045171077026799,0.00786561042755211
AK,Nome,0.0,9492.0,2815.0,61836.0,65.9502739148757,35.97766540244417,12.484197218710491,50.76906868942267,31.436999578592506,10.872313527180784,0.2001685630004214,0.01053518752633797,0.01053518752633797,0.0
AK,North Slope,0.0,9430.0,2029.0,78490.5,72.69353128313892,18.992576882290564,6.511134676564156,50.4559915164369,11.378579003181336,4.019088016967126,0.08483563096500531,0.021208907741251327,0.031813361611876985,0.0
AK,Northwest Arctic,50.0,7523.0,1919.0,64073.0,64.5620098365014,38.58832912401967,11.40502459125349,52.784793300545,32.91240196730028,10.1023527847933,0.10634055562940316,0.02658513890735079,0.039877708361026186,0.0
AK,Petersburg,0.0,3815.0,1599.0,78482.0,62.51638269986893,10.956749672346003,4.718217562254259,36.74967234600262,5.6356487549148095,3.486238532110092,0.07863695937090433,0.10484927916120576,0.07863695937090433,0.02621231979030144
AK,Prince of Wales-Hyder,0.0,5559.0,2194.0,66268.33333333333,71.2358337830545,24.608742579600648,3.130059363194819,41.48228098578881,15.272531030760929,1.96078431372549,0.08994423457456377,0.08994423457456377,0.053966540744738264,0.0
AK,Sitka City and,100.0,8881.0,3545.0,89518.5,51.13162932102241,10.595653642607816,2.128138723116766,34.523139286116425,6.249296250422249,1.3061592163044702,,,,
AK,Skagway,0.0,968.0,436.0,84688.0,16.32231404958678,2.8925619834710745,0.6198347107438017,8.47107438016529,1.4462809917355373,0.3099173553719008,0.2066115702479339,0.10330578512396695,0.2066115702479339,0.0
AK,Southeast Fairbanks,0.0,7029.0,2567.0,74283.0,94.86413430075402,27.0450988760848,1.821027173139849,88.83198178972826,25.26675202731541,1.6929862000284537,0.05690709916062029,0.07113387395077536,0.04268032437046521,0.014226774790155073
AK,Valdez-Cordova,0.0,9636.0,3966.0,95361.66666666669,74.86508924865089,21.118721461187214,2.895392278953923,62.53632212536322,19.748858447488583,2.6878372768783727,0.08302200083022,0.08302200083022,0.07264425072644251,0.031133250311332503
AK,Wrangell City and,0.0,2369.0,1053.0,71923.0,53.60911777121148,13.929928239763614,1.983959476572393,36.97762769100886,8.737864077669903,0.7176023638666104,,,,
AK,Yakutat City and,0.0,662.0,270.0,75833.0,81.72205438066466,30.362537764350456,3.0211480362537766,42.296072507552864,15.709969788519636,1.6616314199395772,,,,
AK,Yukon-Koyukuk,0.0,5588.0,2217.0,49449.75,93.45025053686471,45.23979957050823,18.772369362920543,90.33643521832498,43.66499642090193,18.235504652827487,0.16105941302791696,0.07158196134574088,0.0,0.01789549033643522
AZ,Apache,6.25,71518.0,22771.0,40798.75,95.1900220923404,58.478984311641824,3.7431136217455743,87.67582986101401,55.109203277496576,3.57252719595067,0.012584244525853631,0.0573282250622221,0.016778992701138175,0.0013982493917615146
AZ,Cochise,56.25,131346.0,50865.0,54899.625,87.31594414751876,33.51453413122592,1.689430968586786,68.75504392977328,23.822575487643324,1.148873966470239,0.012181566244879935,0.04491952552799476,0.04415817763768977,0.002284043670914988
AZ,Coconino,60.71428571428571,134421.0,46711.0,69438.0,74.4958005073612,27.340966069289767,1.176155511415627,51.77390437506044,18.36840969788947,0.8570089494944986,0.014878627595390602,0.059514510381562406,0.09522321661049984,0.0022317941393085903
AZ,Gila,37.5,53597.0,22000.0,48177.1875,85.08871765210739,37.23156146799261,2.0150381551206227,63.34309756143068,28.32434651193164,1.6418829412093958,0.011194656417336791,0.05783905815624009,0.05970483422579622,0.0037315521391122638
AZ,Graham,44.44444444444444,37220.0,11120.0,60359.11111111111,94.7608812466416,39.288017195056426,1.738312735088662,81.31112305212251,33.594841483073616,1.4239656098871574,0.016120365394948953,0.04836109618484686,0.04030091348737238,0.0026867275658248252
AZ,Greenlee,33.33333333333333,8437.0,3188.0,63641.0,77.69349294773023,31.38556358895342,1.0667298802892022,64.77420884200545,28.35130970724191,1.0430247718383312,0.023705108450871162,0.07111532535261349,0.035557662676306744,0.0
AZ,La Paz,12.5,20489.0,9198.0,47722.28571428572,92.77173117282445,47.50353848406462,2.947923275904144,78.97408365464396,40.86094977792962,2.781980574942652,0.029284006052027918,0.10249402118209772,0.07809068280540778,0.0
AZ,Maricopa,95.72836801752464,3817117.0,1411583.0,76951.67663344408,65.43241928397794,19.831983143298988,1.2405435830235227,23.664430511299496,6.204158793141525,0.3598265392441468,0.01223436431212352,0.025411848785352926,0.08003422478273524,0.0010217135078647052
AZ,Mohave,67.44186046511628,200186.0,82539.0,51915.04651162791,87.37074520695754,36.67239467295415,1.8642662324038644,64.86167863886585,26.46638626077748,1.3537410208506089,0.008492102344819319,0.04545772431638576,0.06094332270987981,0.0004995354320481951
AZ,Navajo,25.806451612903224,107449.0,35658.0,46365.35483870968,89.193012498953,46.9822892721198,2.817150462079685,74.45671900157284,40.22652607283456,2.354605440720714,0.013029437221379446,0.05304842297275917,0.05770179340896611,0.002792022261724167
AZ,Pima,87.96680497925311,980263.0,388660.0,66231.66666666667,70.67460467241955,24.983397312761983,1.8628674141531405,36.44083271530192,10.601338620349846,0.5294497497100268,0.012445639588559397,0.02886980330788778,0.06794095054082425,0.0024483225420116844
AZ,Pinal,66.66666666666666,375770.0,125590.0,60553.78666666667,88.33142613832929,30.05828033105357,1.2393219256460069,66.01591398994066,21.495861830374963,0.7967639779652447,0.008249727226761051,0.02208797934906991,0.0351278707720148,0.0002661202331213242
AZ,Santa Cruz,70.0,47420.0,15437.0,41557.8,84.7089835512442,44.52551665963728,1.229439055250949,60.28469000421764,28.975115984816536,0.5461830451286377,0.021088148460565163,0.03374103753690426,0.05061155630535639,0.010544074230282582
AZ,Yavapai,52.38095238095239,211033.0,90903.0,61611.52380952381,87.92558509806523,30.07870806935408,1.301692152412182,67.51645477247634,22.913951846393694,0.844417697706046,0.01374192661811186,0.03838262262300209,0.06586647585922581,0.0037908763084446508
AZ,Yuma,79.24528301886792,195751.0,64767.0,50844.980769230766,69.34677217485479,30.84888455231391,1.1647450076883388,36.6424692594163,15.638234287436587,0.5798182384764319,0.01583644527997303,0.03371630285413612,0.06181322189924956,0.0
AR,Arkansas,50.0,19019.0,8005.0,54667.0,89.2475945107524,38.961038961038966,3.7593984962406015,64.72474893527526,28.802776171197227,2.9128765970871235,0.0157736999842263,0.0893842999106157,0.0473210999526789,0.0105157999894842
AR,Ashley,28.57142857142857,21853.0,8765.0,51288.0,87.65844506475084,39.495721411247885,2.768498604310621,60.0878597904178,25.20020134535304,1.7022834393447122,0.009152061501853293,0.06406443051297304,0.0686404612638997,0.009152061501853293
AR,Baxter,33.33333333333333,41513.0,18748.0,50951.333333333336,89.45872377327584,33.24741647194855,1.281526268879628,70.36350059017657,26.389323826271287,0.8407005034567485,0.01927107171247561,0.03854214342495122,0.07467540288584298,0.0072266518921783535
AR,Benton,61.224489795918366,221339.0,82087.0,77413.89795918367,85.422361174488,24.464735089613672,0.9017841410686775,55.70098355915587,15.20427940850912,0.4680603056849448,0.016716439488748028,0.03659544861050244,0.07364269288286295,0.003614365294864439
AR,Boone,28.57142857142857,36903.0,15120.0,48718.857142857145,86.66775058938298,34.1218871094491,1.560848711486871,70.83434951087987,26.55068693602146,0.924044115654554,0.018968647535430722,0.05690594260629217,0.06503536297861963,0.008129420372327454
AR,Bradley,0.0,11508.0,4673.0,52292.0,80.5526590198123,37.08724365658672,2.6416405978449773,59.57594716718805,26.3555787278415,1.7639902676399026,0.01737921445950643,0.04344803614876608,0.04344803614876608,0.0
AR,Calhoun,0.0,5368.0,2262.0,57847.0,100.0,40.64828614008942,2.309985096870343,100.0,40.64828614008942,2.309985096870343,0.0,0.05588673621460507,0.018628912071535022,0.0
AR,Carroll,20.0,27446.0,11393.0,54163.4,88.59943161116374,35.99067259345624,1.847263717845952,68.91714639656051,27.16607155869708,1.2205785906871676,0.01821759090577862,0.06193980907964731,0.05465277271733586,0.010930554543467173
AR,Chicot,50.0,11800.0,4579.0,41166.5,83.61864406779661,42.983050847457626,5.203389830508474,66.64406779661017,32.6271186440678,3.957627118644068,0.03389830508474576,0.07627118644067797,0.0423728813559322,0.00847457627118644
